Name,Path,Title,Summary,K1,K2,K3,K4,K5
188,articles/188.txt,The Causes of sternum popping and what to do in this article," The sternum, or breastbone, is the flat bone in the middle of the chest, where the ribs meet . A person may hear a creaking or popping sound in their sternum when doing everyday activities . The sound may be like that of any other joint popping or cracking, such as those in the hips or neck . If the sound occurs with other symptoms, it may be a sign of an underlying issue that needs treatment . Arthritis is not common in the sternum but it can develop there . A popping sound in the sternum is not usually a cause for concern . Anyone who notices swelling or pain in the area should see a doctor . Symptoms that can accompany a popping sound can resemble those of a heart attack . Anyone with symptoms of stress or anxiety should talk to a doctor about these symptoms .",sternum,breastbone,popping,creaking,noise
1880,articles/1880.txt,Lifestyle Factors and Health Conditions That Can Influence Penis Health," A healthy penis should be free of lesions, warts, and abnormal discharge . A sudden change in the appearance, sensation, or function of the penis may signal an underlying issue . Eating a healthful, balanced diet can help prevent obesity and related sexual health problems . People with obesity may be more likely to experience erectile dysfunction, or impotence . The types of food a person eats could also affect penis health . Drinking a lot of alcohol can negatively impact many aspects of a person’s health . Smoking may play a role in the following sexual health issues: erectile dysfunction, infertility, decreased libido . Exercise regularly and eating a healthful, balanced diet can help a person keep their penis healthy .",sti,chlamydia,gonorrhea,herpes,infection
1881,articles/1881.txt,Using RNA and other molecules in urine to differentiate between males with prostate cancer and those with nonmalignant prostate conditions or healthy prostates," Researchers have identified a unique molecular signature of prostate cancer in urine . This may pave the way for an accurate, noninvasive test for the condition . Prostate cancer is the second most common cancer among males in the United States, after skin cancer . In the US alone, almost 192,000 males will receive a diagnosis of this condition in 2020 .",prostate,cancer,prostatic,biopsy,diagnosis
1882,articles/1882.txt,How to treat a sudden change in body odor," Changes in body odor are not usually a cause for concern . They are often the result of lifestyle changes, such as an altered diet or exercise . Some medications can cause excessive sweating, which can lead to body odor in some people . The high fiber content of cruciferous vegetables can add an egg-like smell to the gas that a person passes . Plantar hyperhidrosis causes excessive sweating in the feet, leading to smelly feet . Eccrine sweat does not tend to lead to body odor, but it can do if it mixes with apocrine sweat . Body odor may be a sign of diabetes in some people . It can also be a side effect of some medications .",sweating,odor,deodorant,sweat,smell
1883,articles/1883.txt,"Hyperuricemia, its Causes, and how to treat it"," Hyperuricemia occurs when there is too much uric acid in the bloodstream . It does not cause symptoms but can lead to conditions that include gout or kidney stones . The body produces acid as a byproduct of the breaking down of purine, a chemical that is in many foods . Eating a diet lower in high purine foods can reduce the risk of this progression happening . Other causes include errors in purine metabolism and kidney disease . Hyperuricemia occurs when uric acid levels in the blood are too high . This is usually the result of consuming a diet rich in purine . Eating fewer foods and drinks that are high in the purine can reduce the levels . Low purine foods to consume instead include: fruits, vegetables, dairy products, whole grains, lean proteins, nuts . Doctors can prescribe medication for treating episodes of gout or kidney stones .",hyperuricemia,gout,uric,urine,kidney
1884,articles/1884.txt,7 Possible Causes of a Burning sensation in the Penis," The burning sensation occurs during urination and may, depending on the cause, occur alongside other symptoms . Various types of infection can cause a burning sensation in the penis . These are usually treatable with antibiotic medications . Gonorrhea is a sexually transmitted infection that is common in young people between the ages of 15 and 24 years . Chlamydia is another common STI that affects males and females . It is possible to prevent chlamydia by wearing a condom during sex . Kidney stones are the result of waste products in the urine turning into crystals . In extremely rare cases, the burning sensation in the penis could be a sign of penile cancer . Penile cancer accounts for less than 1% of all cancers in males . Doctors will determine the right treatment depending on the severity of the cancer .",gonorrhea,burning,urethritis,sti,penis
1885,articles/1885.txt,What to expect if a child develops Pollakiuria," Pollakiuria is a condition that causes frequent urination, mostly in children . A child with pollakiuria will urinate up to 40 times per day, or three to four times per hour . The condition is not harmful to the child, but it will go away without treatment . Doctors do not know the exact cause, but they may be able to identify triggers . Pollakiuria is a temporary condition that causes frequent urination, typically in children . It is not clear what causes the condition, but it may relate to a stressor or trigger . Other conditions that can increase urination frequency in children include: Bladder dysfunction, bladder control issues, and kidney infections .",pollakiuria,urination,urinating,hypercalciuria,urinary
1886,articles/1886.txt,"Hypernatremia: Causes, symptoms, and treatment"," Hypernatremia occurs when the serum sodium concentration is higher than 145 milliequivalents per liter (mEq/l) It means that the level of sodium in a person’s blood is too high . The main symptom of hypernatreremia is excessive thirst . It may not cause any symptoms, meaning a person may not be aware that they have it . Hypernatremia is when a person’s blood sodium levels are too high . It typically occurs because a person has a decreased liquid intake or excessive fluid loss . An underlying health condition, such as kidney disease or diabetes, will cause the condition . Untreated treatment for this condition has a mortality rate of 15–20% .",hypernatremia,sodium,hyponatremia,dehydration,adrenal
1887,articles/1887.txt,The health benefits of Phyllanthus niruri," Phyllanthus niruri plant originated in India and is native to tropical coastal areas . It may play a role in treating ulcers and urinary tract stones, for example . However, due to a lack of research, there is insufficient evidence of its safety and effectiveness .",phyllanthus,herbal,urinary,urine,diuretics
1888,articles/1888.txt,Circumcision is an operation to remove a male’s foreskin," Circumcision involves the removal of the foreskin of the penis . The foreskin is the shroud of skin that, when gently pulled back, uncovers the head . In the United Kingdom, only around 8. 5% of males are circumcised . Circumcised males appear to be less likely to contract herpes or HIV . Some studies have suggested that circumcision reduces the risk of urinary tract infection, but more recent research suggests that it might actually increase the risk . Balanitis occurs when the head of the penis becomes inflamed or swollen . This may be due to an STI, thrush, skin irritation, or another skin condition . Without treatment, gangrene can result . Circumcision is a relatively safe procedure, and severe complications are rare . Complications are more likely when an older male undergoes the procedure in unsterile conditions .",circumcision,circumcised,uncircumcised,foreskin,surgical
1889,articles/1889.txt,"Eating more than the recommended amount of salt disrupts the antibacterial function of a type of immune cell, research in mice and humans has found."," Researchers at the University Hospital of Bonn in Germany were surprised to discover that a high salt diet in mice exacerbated a common bacterial infection of the kidneys - Escherichia coli . The researchers traced this impaired ability to fight off bacterial infections to immune cells called neutrophils, which are key to the body fighting bacterial kidney infections .",sodium,dietary,salt,diet,salty
189,articles/189.txt,How to Stretch the Back of a Person’s Back," When a person cracks their back, the sudden movement causes air pockets in the synovial fluid of the joints to react with a popping or cracking noise . Cat and camel is a technique that stretches out the back . The American Academy of Orthopaedic Surgeons recommend the sitting rotation exercise . The extension exercise involves lying on the stomach on the floor or a mat . A person should only try this stretch if they can lie face down without any back pain . The knee-to-chest stretch involves bringing one knee at a time to the chest . There is no proven benefit to cracking the back, but stretching the back can help alleviate mild pain and stiffness .",stretching,cracking,stretch,fracture,crack
1890,articles/1890.txt,The Early Signs and symptoms of a Kidney Stone," Kidney stones are mineral deposits that form in the kidneys . They can vary in size, with some being as small as a grain of sand . Small stones may pass through the urinary tract without causing any symptoms . Larger stones may cause pain, bleeding, inflammation, or infection . This is usually the point at which a person will experience the first signs and symptoms of kidney stones . Less than 1% of kidney stones are composed of the amino acid “ cystine ” A rare inherited condition called “cystinuria ” prevents the kidneys from reabsorbing cystinine from the urine . Other risk factors include being male, being of white, non-Hispanic ethnicity, having a family history of kidney stone .",stone,ureteral,kidney,ureter,urine
1891,articles/1891.txt,The Global Health burden of CKD is a sharp increase in the past 27 years, Scientists report that the global rate of people dying with kidney disease has seen a sharp increase in the past 27 years . The Lancet recently published a study to calculate the global health burden of CKD as part of the annual Global Burden of Disease study . They found that the mortality rate for CKD increased by over 41% between 1990–2017 . This means that CKD moves from the 17th leading cause of death globally to 12th .,dialysis,renal,kidney,ckd,mortality
1892,articles/1892.txt,How to treat ischemic strokes and how to treat them," Stroke occurs due to a decrease or blockage in the brain’s blood supply . Ischemic stroke is the most common type of stroke, making up 87% of all cases . Hemorrhagic stroke occurs when a blood vessel ruptures . Stroke is a cerebrovascular disease, affecting the blood vessels that feed the brain oxygen . Stroke is a potentially life changing event that can have lasting physical and emotional effects . Treatment focuses on controlling the bleeding and reducing the pressure on the brain . Successful recovery from a stroke will often involve specific therapies and support systems . The best way to prevent a stroke is to address the underlying causes . Eating a healthful diet, maintaining a healthy weight, exercising regularly, not smoking tobacco, avoiding alcohol, and avoiding alcohol can also reduce the risk of having another stroke . Leaky or burst arteries in the brain can give rise to hemorrhagic strokes . Leaked blood puts pressure on brain cells and damages them . Intracerebral hemorrhage is the most common type of hemorrhagic stroke . Subarachnoid hemorrhage occurs when brain tissue floods with blood after an artery bursts .",stroke,hemorrhage,aneurysm,cerebral,arteriovenous
1893,articles/1893.txt,Blood tests are a standard part of routine and preventive healthcare.," A doctor will often order a blood test before or following a physical examination . A CBC test helps a doctor identify blood disorders or diseases, such as anemia, issues with clotting, inflammation, infection, or immune system disorders . Blood enzyme tests measure the levels of specific enzymes in the body . If a person is taking warfarin or other blood thinning medications, a doctor will likely use a specific blood clotting test as part of routine monitoring . The basic metabolic panel (BMP) measures different chemicals found in the plasma portion of the blood . The presence of excess waste products in the blood can indicate a problem with the kidneys . People may be able to get a blood test at their doctor’s office . Some tests may require the person to go to a specialized center or the hospital . Doctors and healthcare providers view blood tests as safe with minimal risk of infection at the site of the test . People who are taking blood thinners, or who have underlying conditions that cause excessive bleeding are more likely to experience this .",cbc,blood,anemia,hematocrit,hemoglobin
1894,articles/1894.txt,"A new study has found that fatty plaques in the arteries that supply the heart, brain, and legs with blood rapidly build up in people between the ages of 40 and 50 years"," A new study has found that atherosclerosis rapidly increases in people between the ages of 40 and 50 years . The researchers conducted the study using imaging techniques, demonstrating that ultrasound imaging can be simpler and more efficient than other techniques . Atherosclerosis occurs when deposits of cholesterol, as well as other substances, build up in the walls of the arteries, causing these vessels to narrow . Risk factors for coronary heart disease include smoking, diabetes, having overweight or obesity .",atherosclerosis,cardiovascular,cardiovasculares,cardiology,cholesterol
1895,articles/1895.txt,How to regain sensitivity in the penis," When a person loses some or all of the feeling in their penis, it has become numb . Numbness can occur when a person sits in a certain position for a long time . It can also result from low testosterone levels, another health issue, or an injury . Symptoms of numbness can vary from person to person . Low testosterone can lead to numbness, but usually not when it comes to pain . Problems with the nerves in the area can cause numbness in the penis, testicles, and perineum . Diabetes, lupus, MS, cancer, and Peyronie’s disease are less common causes of numbness .",numbness,numb,tingling,erectile,erection
1896,articles/1896.txt,10 Natural Ways to Treat Varicose Venes at Home," Varicose veins occur when a person’s veins become swollen and enlarged . In some people, they can cause pain and discomfort . A range of home treatments may help to reduce the appearance and pain of varicose vein . In this article, we look at 10 natural ways to treat the condition at home . Taking grape seed extract, Vitis vinifera, orally may help to reduce swelling in the lower legs and other symptoms of chronic venous insufficiency, but there is limited evidence for its effectiveness . Wearing flat shoes instead of high heels may also help with varicose veins in the legs .",vein,venous,varicose,symptoms,swelling
1897,articles/1897.txt,How a Transjugular Intrahepatic Portosystemic Shunt (TIPS) Works," A transjugular intrahepatic portosystemic shunt (TIPS) is a minimally invasive procedure . It is used to treat portal vein hypertension and other complications of advanced liver disease . While a TIPS procedure can help reduce the risk of further complications, it cannot correct existing liver damage . Doctors can treat portal vein hypertension with a TIPS procedure . During the procedure, a radiologist inserts a catheter with a small balloon and a metal stent into the jugular vein in the neck . The radiologist then carefully guides the catheter into one of the hepatic veins . Blood flow from the digestive system organs will flow through the stent and into the hepatics veins, reducing the pressure in the portal vein .",vein,intrahepatic,liver,cirrhosis,hepatic
1898,articles/1898.txt,How to treat swollen feet during pregnancy," Edema is the medical term for swelling that occurs when fluid becomes trapped in the body’s tissues . It usually affects the legs and feet but can also occur in other parts of the body . Edema may go away by itself, or there may be an underlying cause that needs medical treatment . A common symptom of late pregnancy is for the feet and ankles to swell . This swelling is due to fluid retention and increased pressure on the veins . Alcohol can cause the body to retain excess water, causing the feet to swell . If the swelling continues for more than 2 days, a person should make an appointment with their doctor . Recurrent swelling of the feet after drinking alcohol may be a sign of an underlying issue with the heart, liver, or kidneys . An infection can cause swelling in the feet and ankles . Lymphedema occurs when lymphatic fluid gathers in the tissues as a result of problems with the lymph vessels . People who undergo radiation therapy or lymph node removal have a higher risk of lymphedemia . Other prevention methods include keeping active and reducing salt intake . Swelling of the feet could be a sign of heart disease or heart failure .",swelling,swollen,edema,swell,lymphedema
1899,articles/1899.txt,How to reduce swelling in the feet during pregnancy," Many women experience swollen feet during pregnancy . Swelling is common at this time because the body retains extra fluid to protect and support the growing fetus . The weight of the uterus and fetus puts extra pressure on the legs and feet . This can reduce circulation and increase fluid buildup, which causes swelling . Swelling can sometimes signal a health issue in pregnancy . Preeclampsia is a health condition that can happen during pregnancy or postpartum . Uneven swelling in the feet or legs may indicate a blood clot, known as deep vein thrombosis . A doctor may prescribe antihypertensive drugs to lower blood pressure . Swelling in the feet is usually a normal feature of the later stages of pregnancy . Sudden swelling can be a sign of preeclampsia, a condition that will require medical treatment . Pregnant women should also contact their doctor straight away if they have uneven swelling, pain, redness, or warmth in one leg . DVT can lead to the blood clot traveling to the lungs and causing a pulmonary embolism .",swelling,swollen,swell,pregnancy,pregnant
19,articles/19.txt,Water Brash Symptoms in People with gastroesophageal reflux disease," Water brash is a typical symptom of gastroesophageal reflux disease (GERD) It occurs when a person produces an excessive amount of saliva that mixes with stomach acids . The excess saliva can cause heartburn and a sour taste in the mouth . Doctors sometimes refer to water brash as pyrosis idiopathica, acid brash or hypersalivation . The most common symptoms of GERD are heartburn and stomach acids coming up into the esophagus . Regurgitation is another common symptom, with its severity varying among individuals . People with water brash produce excessive amounts of saliva, which can cause a sour taste in their mouth . Doctors recommend antacids, proton pump inhibitors, histamine-2 receptor antagonists .",reflux,heartburn,gerd,esophagus,gastroesophageal
190,articles/190.txt,Sternum Pain and Differences between sternum pain and heart problems," The sternum is a flat bone that sits at the front of the chest and connects to the ribs with cartilage . Some people experiencing sternum pain worry they may be having a heart attack . In most cases, the pain is unrelated to the heart and is caused by problems with the sternum itself or the nearby cartilage, such as costochondritis . Costochondritis is the most common cause of the pain and occurs when the cartilage between the ribs becomes inflamed and irritated . Symptoms of sternum pain vary depending on the cause . The most common symptom is discomfort in the center of the chest, which is the location of the sternum . People experiencing any kind of chest pain may worry they are having a heart attack . Symptoms of a hiatal hernia include: frequent burping, heartburn, vomiting blood, a feeling of fullness .",sternum,sternoclavicular,pain,breastbone,rib
1900,articles/1900.txt,The role of perivascular adipose tissue (PVAT) in maintaining vascular health," New research in rats explores the role of perivascular adipose tissue (PVAT) in maintaining vascular health . The researchers found that the presence of PVAT increased the amount of stress relaxation . The findings may have implications for conditions such as hypertension and atherosclerosis . Until now, experts believed that PVAT only served to store fat .",atherosclerosis,vascular,cardiovascular,arterial,aorta
1901,articles/1901.txt,"How to Treat Edema — Water, or Fluid, Retention"," Water, or fluid, retention occurs when there is a problem with one or more of the body’s mechanisms for maintaining fluid levels . The symptoms of fluid retention will depend on the area it affects . Common areas include the lower legs, the hands, the abdomen, and the chest . Excess fluid in the lungs, or pulmonary edema, can indicate a serious problem with the heart or respiratory system . Symptoms include: swelling, changes in skin color, shiny or puffy skin, areas of skin that remain indented when pushed in with a finger . Lymphatic system delivers and reabsorbs lymphatic fluid and helps the body maintain fluid balance . If a problem prevents the lymphatic system from working properly, fluid can build up around the tissues . People with obesity may experience swelling due to the extra weight they carry . During pregnancy, the body holds more water than usual and this can lead to swelling in the lower limbs . Dandelion extract may help reduce the amount of water the body retains in a day . People with edema may wish to wear loose clothing, as it will be more comfortable and allow fluid to circulate . Diuretics may not be safe for people with kidney disease, for example . To reduce or prevent water retention, try: managing weight, getting regular exercise .",swelling,edema,dehydration,symptoms,fluid
1902,articles/1902.txt,8 Possible Causes of swollen legs and ankles," An injury to the foot or ankle could cause swelling in the ankle and lower leg . One of the most common causes of this area is a sprained ankle . An infection in the feet, ankles, and lower legs can cause swelling . Lymphedema is a condition in which excess fluid accumulates in the body’s tissues, causing swelling . A person who has lymphedema may experience a feeling of heaviness or swelling in their legs or other affected body parts . Venous insufficiency is a condition in which the veins no longer transport adequate amounts of blood from the legs to the heart . Treatment involves returning blood flow to the legs . Swollen legs and ankles may be a result of a benign cause or a potentially life-threatening condition . Preeclampsia is a condition characterized by high blood pressure during pregnancy . It can threaten the safety of the woman as well as the unborn fetus . A person should see their doctor if the swelling is sudden, unexplained, or accompanied by additional symptoms .",swelling,ankle,swollen,rice,sprained
1903,articles/1903.txt,"Thunderclap headaches can be a sign of a serious underlying medical condition, such as stroke"," Thunderclap headaches are severe headaches that develop rapidly without an obvious trigger . They can be a sign of a serious underlying medical condition, such as stroke . The primary symptom of a thunderclap headache is severe head pain . It is not always clear what causes the headache, but it can also be the result of damage to structures within the brain . The treatment for the headache depends on its cause and treatment options . A thunderclap headache refers to severe head pain with a rapid onset . It can be a sign of a serious underlying condition, such as a bleeding blood vessel in the brain . Other symptoms include confusion or change in consciousness, fever, weakness, visual disturbances, difficulty thinking or speaking . Certain activities may trigger a headache in some people .",headache,headaches,migraines,thunderclap,symptom
1904,articles/1904.txt,Bruises Happen When Small Blood vessels in the Skin Are Damaged," Bruises happen when small blood vessels in the skin are damaged . Over time, a bruise changes color as the blood under the skin breaks down . A bruise that is a few days old will often appear blue, purple, or even black . After 10–14 days, it will turn to a shade of yellowish-brown or light brown . Most bruises will disappear without treatment within about 2 weeks . The location, size, and cause of the hematoma will determine how to treat it . People may want to try to speed healing or lessen any pain associated with bruising . There are some potential at-home methods they can try, as described here . The use of a soft elastic wrap, during waking hours, for the first 1–2 days can help decrease bruising .",bruising,bruise,bruises,bruised,bleeding
1905,articles/1905.txt,DVT and pulmonary embolism: How to treat it," Deep vein thrombosis (DVT) and pulmonary embolism (PE) are two parts of the disease known as venous thromboembolism . DVT is blood clotting that develops with deep veins, often in the leg or pelvis . The Centers for Disease Control and Prevention say 10–30% of people who develop DVT experience fatal complications within a month of diagnosis . In most people, DVT only develops in one leg, but on rare occasions, both legs may have DVT . An injury or surgery that damages veins can slow the flow of blood . General anesthetics can also widen the veins, making it more likely that blood pools and clots may form . The risk of DVT doubles every 10 years after people reach 40 years of age . DVT may develop at any age, the risk increases as a person’s age advances . DVT treatment aims to: stop the growth of a clot, prevent a clot from becoming an embolism and moving into the lung . The doctor or emergency team administers drugs called thrombolytics, or clot busters, that break down clots . X-ray images can track the dye as it moves to reveal the location of a blood clot . People with recurrent DVT may need to take anticoagulant medication for the rest of their lives .",thromboembolism,thrombosis,thrombophilia,thrombolytic,thrombolysis
1906,articles/1906.txt,systolic congestive heart failure," Despite its name, congestive heart failure does not mean that the heart has stopped working . Heart failure is a serious condition in which the heart does not pump blood around the body efficiently . Any condition that damages the heart muscle can cause systolic heart failure . Diabetes, obesity, smoking, anemia, thyroid problems and thyroid problems are risk factors . Left sided heart failure is the most common form of congestive heart failure . The left side of the heart is responsible for pumping blood to the rest of the body . In people with left sided failure, blood backs up into the lungs as the heart does not effectively pump it away . In biventricular heart failure, there are problems with both sides of the the heart . Certain lifestyle changes can reduce the risk of heart failure or, at least, slow down its progression . People who already have heart failure should keep up to date with their vaccinations and have a yearly flu shot . Doctors cannot always reverse the damage that it does to the heart, but can provide symptom relief and relief . Many different medications are available to treat the symptoms of congestive heart failure .",cardiomyopathy,cardiac,cardiovascular,systolic,diastolic
1907,articles/1907.txt,How poor circulation can affect a person’s quality of life," A wide range of symptoms can indicate poor circulation can affect a person’s quality of life . These include numbness and tingling, cold hands and feet, swelling in the feet, ankles, and legs, memory loss and difficulty concentrating, digestive issues, fatigue, joint and muscle cramping, skin color changes, ulcers in the legs or feet, varicose veins . The best treatment for poor circulation depends on the cause, and problems in the arteries or veins are often responsible . Varicose veins are common among people who regularly stand for long periods . Poor circulation causes existing varicose vein to become visible . Atherosclerosis is among the most common causes of poor blood circulation . Diabetes can cause blood pressure problems and nerve damage . A clot in a blood vessel can restrict blood flowing to or from organs or tissues . Smoking increases the risk of developing conditions that cause poor circulation .",numbness,circulation,tingling,neuropathy,symptoms
1908,articles/1908.txt,Atherosclerosis — How to recognize the difference between a stroke and a heart attack — and how to recognize the difference between a stroke and a heart attack," Atherosclerosis is the narrowing of arteries due to a buildup of plaque around the artery wall . The plaque that is the cause of atherosclerosis consists of cholesterol, calcium, fat, and other substances, and it can become hard over time . The changes in a person’s arteries disrupt the flow of blood around the body . This can lead to complications, such as a stroke or heart attack . Atherosclerosis is a serious condition that can have life threatening consequences . It can affect people of any age, but symptoms are most likely to appear as people get older . Treatment aims to slow or stop the development of plaque, prevent blood clots forming, and treat symptoms . People with a higher risk of atherosclerosis include those with diabetes or insulin resistance .",atherosclerosis,arteries,cardiovascular,artery,cholesterol
1909,articles/1909.txt,The Possible Causes of numbness in the Hands," When a person has a sensation of numbness in the hands, weakness and painful tingling sensations may also occur . A number of conditions can cause the hands to feel numb . These include cardiovascular conditions, neurological conditions, and neurological conditions . Treatment depends on the underlying cause of these conditions, such as vasculitis and stroke . The following musculoskeletal conditions may cause numbness in the hands . Cervical spondylosis is also known as osteoarthritis of the neck . Ganglion cysts are soft lumps that develop in joints around the body . Lateral epicondylitis, or tennis elbow, occurs when tendons that join the lateral forearm muscles and bone near the elbow become inflamed . Guillain-Barré syndrome is an autoimmune condition that attacks nerves outside of the brain and spinal cord . Tingling and numbness can result from a number of medical conditions . Numbness in the hands can be the result of a chronic medical condition or chronic medical injury . The following conditions can also cause numbness and tingling in hands and feet . Treatment depends on the symptoms and which area of the body the condition affects .",numbness,numb,stroke,tingling,raynaud
191,articles/191.txt,How Does this common anti-inflammatory drug affect breast cancer outcomes?, Many studies have suggested that women who take aspirin may have a lower risk of breast cancer . But new research from the University of North Carolina at Chapel Hill’s Gillings School of Global Public Health emphasizes that evidence about how aspirin may influence breast cancer outcomes is mixed . DNA methylation is the process through which DNA molecules become switched on and off through chemical reactions that depend on external factors .,aspirin,inflammation,nsaid,inflammatory,medication
1910,articles/1910.txt,How to measure the resting heart rate immediately and in the long term," Heart rate refers to the number of heartbeats a person has per minute . Having a lower resting heart rate is usually a sign of good health . A lower heart rate allows the heart to maintain a healthful rhythm and respond to routine stressors . We also discuss the ideal range, and how to lower the heart rate immediately and in the long term . Eating a balanced diet can help to improve the health of the heart, as well as overall health . Foods and supplements rich in antioxidants and healthy fats can lower blood pressure and make it easier for the heart to pump . Having a chronically high or abnormal heart rate is often a sign of an unhealthy lifestyle or an underlying medical condition .",pulse,heartbeat,heart,health,rate
1911,articles/1911.txt,How a vegetarian diet can help you improve your health," People following a vegetarian diet do not eat meat or fish but may continue to eat eggs and dairy products . This article will focus on the lacto-ovo-vegetarian diet, which includes dairy products and eggs . A growing number of younger people are adopting a vegetarian, as the Gallup poll shows . People following the diet must make careful choices about what they eat to meet their nutritional requirements . A vegetarian diet will not guarantee good health, but it can contribute to overall healthful dietary choices . Experts say a plant-based diet is more sustainable, as it causes less harm to the environment . People need to make sure they: get the right number of calories, focus on fruits, vegetables, and whole grains, limit their intake of processed foods and alcohol . A well-planned vegetarian or vegan diet can be healthful for people at all ages of life . Plant-based diets may help reduce the risk of heart disease, cancer, type 2 diabetes, obesity, and other conditions . People who follow a vegan diet may need supplements .",dietary,diet,vegetarian,vegetarians,vegan
1912,articles/1912.txt,Best Vegetables for People with Type 2 Diabetes," The best vegetables for type 2 diabetes are low on the glycemic index (GI) scale, rich in fiber, or high in nitrates that reduce blood pressure . The GI ranking of a food shows how quickly the body absorbs glucose from that food . People with diabetes should eat vegetables with a low GI score to avoid blood sugar spikes . Nitrate-rich vegetables include arugula, beets and beet juice, lettuce, celery, rhubarb . Low-to-moderate-GI vegetables, such as carrots, improve blood glucose control and reduce the risk of weight gain . Nitrate-rich foods are among the best vegetables for people with type 2 diabetes . People with diabetes should include sufficient amounts of fiber and protein in the diet . Eating a vegan or vegetarian can eat a balanced diet .",vegetables,diabetes,vegetable,nutrition,glucose
1913,articles/1913.txt,How to add Brazil nuts to the diet and how to add them to the diet," Brazil nuts come from the South American Bertholletia excelsa, or Brazil nut, tree . They are a good source of healthful fats, protein, fiber, and selenium . Selenium plays an important role in reproduction, metabolism, and immune health . A single Brazil nut contains 68 to 91 micrograms (mcg) of the mineral, meaning that just one nut per day can provide the daily recommended adult allowance of 55 mcg . Brazil nuts have powerful antioxidant effects, which may boost brain functioning . People can eat whole Brazil nuts as a snack or add them to other foods . Brazil nuts are among the best sources of natural selenium, an essential mineral known for its antioxidant properties . People should limit their intake of Brazil nuts to a few per day to avoid negative side effects .",nutritional,nutrition,dietary,walnuts,foods
1914,articles/1914.txt,How Vegans and Vegans can go low-carb and suggest a variety of meat- and dairy-free foods and meals," Vegetarians and vegans do not eat meat, poultry, fish, or shellfish . Vegetarians tend to eat other animal-derived products, including dairy, eggs, and honey . Vegetarian and vegan diets can be heavy in carbs, from grains, bread, starchy vegetables, and fruits . But following a low-carb vegetarian or vegan diet is entirely possible . Examples of plant-based foods include tofu, tempeh, nuts, seeds, coconut oil, avocados . The nutritional contents for vegan burgers and hot dogs depend on the product and brand . A low carb-diet involves eating meals that contain few carbohydrates and plenty of healthful fats . Vegetarians can enjoy low-carb vegan options and incorporate dairy and egg products . Pescatarians and omnivores may benefit from adding vegan and vegetarian meals to their diets . The amount of carbs a person can eat varies from plan to plan .",dietary,carbs,vegetarian,diet,vegan
1915,articles/1915.txt,How to Follow a Vegan Diet?," A 2018 Gallup poll reports that about 3% of people in the United States are fully vegan . A vegan diet excludes all animal products, including meat, dairy, and eggs . Research suggests that the diet can improve heart health, protect against cancer, and lower the risk of type 2 diabetes . People eating only plant-based foods need to be more aware of how to get certain nutrients, including iron, calcium, and vitamin B-12 . Eating a vegan diet may reduce a person’s risk of cancer by 15% . Plant foods are high in fiber, vitamins, and phytochemicals that protect against cancers . A vegan diet removes some sources of nutrients from the diet, so people need to plan their meals carefully to avoid nutritional deficiencies . There are three types of omega-3 fatty acids: EPA, DHA, and ALA . Walnuts and flaxseeds are good sources of ALA, but seaweeds and algae are the only plant sources of EPA and DHA . Zinc is important for the immune system and the repair of DNA damage . Beans, nutritional yeast, nuts, and oats are high in zinc .",dietary,vegan,vegetarian,diet,nutritional
1916,articles/1916.txt,19 Prebiotics for Vegans and People on other diets to eat," Many prebiotic foods are suitable for vegans and people on other diets to eat . These foods include almonds, chicory, garlic, and chickpeas . Prebiotics are fibers and natural sugars that stimulate the good bacteria in the gut . They work with probiotics, which are healthful bacteria or yeasts, to improve health . This article looks at 19 of the best-known sources of prebiotics . Bananas are beneficial for the gut and contain naturally occurring fibers that help increase good bacteria and reduce bloating . Custard apples have antioxidant properties that make them beneficial for heart and brain health and may help lower cholesterol . Beans are high in protein and an excellent source of potassium . Oats are a beneficial choice for vegans as they offer a range of health benefits due to their anti-inflammatory properties .",prebiotics,prebiotic,probiotic,nutritional,dietary
1917,articles/1917.txt,"Best sources of omega-3 fatty acids, including ALA, DHA, and EPA"," Omega-3 fatty acids are a healthful and essential type of fat, and offer many health benefits . Plant sources, such as nuts and seeds, are rich in ALA, while fish, seaweed, and algae can provide DHA and EPA fatty acids . People can also meet the recommended omega-3 intake by eating plant-based foods . Seaweed, nori, spirulina, and chlorella are different forms of algae that many people eat for their health benefits . Rainbow trout are among the most popular and healthful types of fish . One serving of trout contains: 0. 44 g of DHA, 0. 40 g of EPA . Chia seeds are an excellent plant-based source of ALA omega-3 fatty acids . Omega-3 fatty acids are a vital component of the diet as they can minimize inflammation and keep the body healthy . People who cannot meet their omega-3 dietary requirements and those who experience high levels of inflammation may benefit from taking omega 3 supplements . Algae oils are an excellent source of omega-2 fatty acids for people following a vegetarian or vegan diet . Certain plant-based supplements, such as some algae and ALA supplements, are not suitable for vegetarians and vegans .",dietary,nutritional,seafood,foods,omega
1918,articles/1918.txt,"Cage-free, ” “ pasture-raised, ” and “ free-range”"," “Cage-free, “ pasture-raised, ” and “ free-range ” describe different methods of egg production . These terms refer to the differing levels of animal welfare standards that farmers use on their farms . There are no solid definitions of what constitutes cage, cage-free or free range eggs . Farmers who produce eggs that fall into this category keep their birds in battery cages . Hens that produce pasture-raised eggs have regular access to a large outdoor space that is covered in grass or other vegetation . The cheapest way to produce eggs is by using the conventional caged method . Caged hens’ eggs tend to be the cheapest eggs available .",hens,cage,hen,egg,birds
